reward/env_0,reward/env_1,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,eval/success_rate,eval/std_reward,train/explained_variance,eval/mean_reward,train/n_updates,train/learning_rate
,,55675.5064453125,0.2,0.0009472619,2.44140625e-05,0.9825276732444763,27827.708984375,-8.40293092727661,-0.00036729786079376937,0.0,82.99075556596979,-2.384185791015625e-07,-1055.5989416113516,6190,0.0003
,-1172.3532809392218,,,,,,,,,,,,,,
-1034.8887958418072,,,,,,,,,,,,,,,
,-1128.4266966868774,,,,,,,,,,,,,,
-1104.3114105023797,,,,,,,,,,,,,,,
,-1066.607870852605,,,,,,,,,,,,,,
-1212.188666131085,,,,,,,,,,,,,,,
,-1074.8013461186074,,,,,,,,,,,,,,
-933.1232844168833,,,,,,,,,,,,,,,
,,56758.4765625,0.2,0.00094492146,0.0,0.982591450214386,26182.943359375,-8.397615718841553,-0.000636108755134046,0.0,111.79220443906617,0.0,-1111.1597794930074,6200,0.0003
,-1270.7826526982712,,,,,,,,,,,,,,
-1069.585912811358,,,,,,,,,,,,,,,
,-1139.974714479888,,,,,,,,,,,,,,
-1166.7993985296594,,,,,,,,,,,,,,,
,-1149.6434010894268,,,,,,,,,,,,,,
-1175.2753589693284,,,,,,,,,,,,,,,
,-1105.6114741919187,,,,,,,,,,,,,,
-1040.5740469949121,,,,,,,,,,,,,,,
,,54879.660546875,0.2,0.0015603787,4.8828125e-05,0.9826996922492981,26729.013671875,-8.399245929718017,-0.0009856882737949491,0.0,110.26327882503968,0.0,-1027.701079728775,6210,0.0003
,-1066.3336711628615,,,,,,,,,,,,,,
-1252.2608278917312,,,,,,,,,,,,,,,
,-654.7024593055962,,,,,,,,,,,,,,
-1102.3835756473954,,,,,,,,,,,,,,,
,-999.7919248427222,,,,,,,,,,,,,,
-1173.3730825086568,,,,,,,,,,,,,,,
,-1077.1121734989397,,,,,,,,,,,,,,
-1052.9014732363198,,,,,,,,,,,,,,,
,-1059.0152519614749,,,,,,,,,,,,,,
,,58573.373046875,0.2,0.001094684,0.0,0.98163241147995,28895.859375,-8.396945762634278,-0.0005201005726121366,0.0,127.82775823730618,-1.1920928955078125e-07,-1047.9632950186678,6220,0.0003
-1268.0408263187476,,,,,,,,,,,,,,,
,-1034.7652628134067,,,,,,,,,,,,,,
-1136.8725246121132,,,,,,,,,,,,,,,
,-1144.4273925846885,,,,,,,,,,,,,,
-1189.0960521080108,,,,,,,,,,,,,,,
,-1055.2767296009004,,,,,,,,,,,,,,
-1085.9445168798327,,,,,,,,,,,,,,,
,-1160.3352076488798,,,,,,,,,,,,,,
,,55279.057421875,0.2,0.0017014439,2.44140625e-05,0.9809618592262268,27839.708984375,-8.390299701690674,-0.0008257332374341786,0.0,125.87341529496274,1.1920928955078125e-07,-1028.0113589454322,6230,0.0003
-1134.0209058837272,,,,,,,,,,,,,,,
,-1035.6744637932843,,,,,,,,,,,,,,
-944.983078728072,,,,,,,,,,,,,,,
,-1013.8414108664543,,,,,,,,,,,,,,
-1077.567134565809,,,,,,,,,,,,,,,
,-1234.7688593569717,,,,,,,,,,,,,,
-1040.958376039771,,,,,,,,,,,,,,,
,-1167.435532901734,,,,,,,,,,,,,,
-1079.1507926715353,,,,,,,,,,,,,,,
,,54822.5763671875,0.2,0.0018717085,0.0001953125,0.9800868630409241,26329.69140625,-8.385727453231812,-0.0012800046475604176,0.0,73.43888556036822,0.0,-1018.9952453530962,6240,0.0003
,-1166.1725207426493,,,,,,,,,,,,,,
-1051.929379166288,,,,,,,,,,,,,,,
,-1041.7522527585502,,,,,,,,,,,,,,
-1008.1700616362441,,,,,,,,,,,,,,,
,-983.5818210630305,,,,,,,,,,,,,,
-1020.9253778849516,,,,,,,,,,,,,,,
,-1061.4479864658701,,,,,,,,,,,,,,
-1154.7991812267185,,,,,,,,,,,,,,,
,,51002.897265625,0.2,0.0010262427,0.0,0.9797523021697998,25966.798828125,-8.380557775497437,-0.00040290901088155804,0.0,131.9252480639427,-1.1920928955078125e-07,-1109.041358749016,6250,0.0003
,-965.2618094496986,,,,,,,,,,,,,,
-1299.9422755570472,,,,,,,,,,,,,,,
,-1065.5451915073525,,,,,,,,,,,,,,
-1007.1517372695213,,,,,,,,,,,,,,,
,-1026.1433052792481,,,,,,,,,,,,,,
-1112.7111862941842,,,,,,,,,,,,,,,
,-964.2670930751508,,,,,,,,,,,,,,
-1083.5080022581485,,,,,,,,,,,,,,,
,,54465.8578125,0.2,0.002118221,0.0004150390625,0.9790852069854736,27390.20703125,-8.378591012954711,-0.0014804063888732345,0.0,143.9777317042615,0.0,-1167.1312430662833,6260,0.0003
,-1134.9655239553854,,,,,,,,,,,,,,
-1043.2593187715195,,,,,,,,,,,,,,,
,-1183.42838363628,,,,,,,,,,,,,,
-1205.4520061333335,,,,,,,,,,,,,,,
,-1000.8934593033573,,,,,,,,,,,,,,
-1079.549102886907,,,,,,,,,,,,,,,
,-1071.6667447072887,,,,,,,,,,,,,,
-1028.1279764237731,,,,,,,,,,,,,,,
,,53950.5556640625,0.2,0.0011496925,4.8828125e-05,0.979133665561676,26822.63671875,-8.375070905685424,-0.00022091674618422984,0.0,161.39957639728974,-1.1920928955078125e-07,-1112.4510013589388,6270,0.0003
,-1227.226330837878,,,,,,,,,,,,,,
-1115.3280645864702,,,,,,,,,,,,,,,
,-988.1684617500927,,,,,,,,,,,,,,
-1113.976067437597,,,,,,,,,,,,,,,
,-1250.9288941804493,,,,,,,,,,,,,,
-1054.17152482607,,,,,,,,,,,,,,,
,-1100.0714720619644,,,,,,,,,,,,,,
-1245.1693933479223,,,,,,,,,,,,,,,
,,56289.03984375,0.2,0.0015733119,2.44140625e-05,0.9796783328056335,27243.24609375,-8.37761697769165,-0.0013581180362962186,0.0,150.3910170698753,0.0,-1026.2091181233525,6280,0.0003
,-1337.8799138471973,,,,,,,,,,,,,,
-1077.2404400888058,,,,,,,,,,,,,,,
,-1032.1310857657888,,,,,,,,,,,,,,
-1033.1620935188948,,,,,,,,,,,,,,,
,-1186.366198910265,,,,,,,,,,,,,,
-1079.405680237604,,,,,,,,,,,,,,,
,-1010.0521277694959,,,,,,,,,,,,,,
-1254.793828942728,,,,,,,,,,,,,,,
,,56230.914453125,0.2,0.0011784806,0.0,0.9790632128715515,28999.384765625,-8.37838044166565,-0.00030294688767753544,0.0,145.6376505021922,1.1920928955078125e-07,-1117.5893613118055,6290,0.0003
,-1124.6270896081382,,,,,,,,,,,,,,
-1074.2987825270432,,,,,,,,,,,,,,,
,-1111.7707417446995,,,,,,,,,,,,,,
-999.3388857937219,,,,,,,,,,,,,,,
,-1127.5861971956413,,,,,,,,,,,,,,
-1055.9870758167378,,,,,,,,,,,,,,,
,-1082.040848726353,,,,,,,,,,,,,,
-1005.1836912025097,,,,,,,,,,,,,,,
,,52746.4859375,0.2,0.0017734111,4.8828125e-05,0.978394091129303,25454.341796875,-8.373434448242188,-0.000998047780012712,0.0,198.06247487447996,0.0,-1068.7506069550232,6300,0.0003
,-1149.455150784669,,,,,,,,,,,,,,
-1233.9807662849548,,,,,,,,,,,,,,,
,-1141.7424192620024,,,,,,,,,,,,,,
-1038.0703512951882,,,,,,,,,,,,,,,
,-960.409780516194,,,,,,,,,,,,,,
-1177.7221129159504,,,,,,,,,,,,,,,
,-1074.2310580207127,,,,,,,,,,,,,,
-1025.9177362507835,,,,,,,,,,,,,,,
,-1149.090224358904,,,,,,,,,,,,,,
,,57248.314453125,0.2,0.0008222334,0.0,0.9780588746070862,29534.146484375,-8.37009663581848,-0.0004039122490212321,0.0,112.49200091657214,-1.1920928955078125e-07,-1009.5095919927714,6310,0.0003
-1098.4016595434746,,,,,,,,,,,,,,,
,-986.6121078079262,,,,,,,,,,,,,,
-1057.18037390725,,,,,,,,,,,,,,,
,-1081.8642749189116,,,,,,,,,,,,,,
-1056.097730808135,,,,,,,,,,,,,,,
,-936.084148311257,,,,,,,,,,,,,,
-1123.3350210815056,,,,,,,,,,,,,,,
,-1124.1407286952692,,,,,,,,,,,,,,
,,53237.7451171875,0.2,0.0010108191,0.0,0.9768189787864685,26352.7578125,-8.365904092788696,-0.000593869062140584,0.0,150.4878172798831,0.0,-1182.4974701086437,6320,0.0003
-1203.7730166383076,,,,,,,,,,,,,,,
,-1022.5540916184897,,,,,,,,,,,,,,
-1020.9137038672634,,,,,,,,,,,,,,,
,-1126.4639606898766,,,,,,,,,,,,,,
-1068.2574971038089,,,,,,,,,,,,,,,
,-1209.3020895585664,,,,,,,,,,,,,,
-1047.5422342648392,,,,,,,,,,,,,,,
,-1303.171489312998,,,,,,,,,,,,,,
,,56662.4857421875,0.2,0.0009161984,2.44140625e-05,0.9762244820594788,27306.431640625,-8.359220409393311,-0.0005285288556478917,0.0,211.53662632938972,0.0,-1037.6139473601977,6330,0.0003
-1031.0273893987085,,,,,,,,,,,,,,,
,-1136.304807587327,,,,,,,,,,,,,,
-1192.6484305513945,,,,,,,,,,,,,,,
,-1306.4669817748875,,,,,,,,,,,,,,
-1131.477746518346,,,,,,,,,,,,,,,
,-1231.9671491419676,,,,,,,,,,,,,,
-1046.0440526026348,,,,,,,,,,,,,,,
,-1045.2730828494484,,,,,,,,,,,,,,
-1120.1712589178615,,,,,,,,,,,,,,,
,,56378.96015625,0.2,0.0017258597,0.000244140625,0.9758083820343018,31563.669921875,-8.357472276687622,-0.0011560152866877615,0.0,168.3188056049327,-1.1920928955078125e-07,-1013.3928971601305,6340,0.0003
,-1051.440033549606,,,,,,,,,,,,,,
-1104.9997205375919,,,,,,,,,,,,,,,
,-1025.806145760987,,,,,,,,,,,,,,
-1126.8203827660077,,,,,,,,,,,,,,,
,-1117.5293333968289,,,,,,,,,,,,,,
-988.1587447943735,,,,,,,,,,,,,,,
,-986.5527804627005,,,,,,,,,,,,,,
-991.7782613492284,,,,,,,,,,,,,,,
,,53975.3859375,0.2,0.0005478851,0.0,0.9754744172096252,27515.580078125,-8.355219745635987,0.00010875633452087641,0.0,118.58251202548036,0.0,-1032.5107519454355,6350,0.0003
,-1046.5143024674405,,,,,,,,,,,,,,
-635.4363007127705,,,,,,,,,,,,,,,
,-986.0582173466148,,,,,,,,,,,,,,
-990.0636684216273,,,,,,,,,,,,,,,
,-969.478898095144,,,,,,,,,,,,,,
-1047.411658990339,,,,,,,,,,,,,,,
,-1188.5890421851987,,,,,,,,,,,,,,
-1085.8461825198476,,,,,,,,,,,,,,,
,,57057.5970703125,0.2,0.00048792214,0.0,0.9748243689537048,28401.3828125,-8.352565336227418,-0.0003631404833868146,0.0,172.50569286024663,0.0,-999.7498378306366,6360,0.0003
,-1086.590410638019,,,,,,,,,,,,,,
-1095.8974825362914,,,,,,,,,,,,,,,
,-1068.7289676153785,,,,,,,,,,,,,,
-1218.1626209770088,,,,,,,,,,,,,,,
,-1211.3545306118745,,,,,,,,,,,,,,
-946.7204446367117,,,,,,,,,,,,,,,
,-1083.4136030483628,,,,,,,,,,,,,,
-1198.3525132717973,,,,,,,,,,,,,,,
,,55040.8765625,0.2,0.0005867281,0.0,0.9741427302360535,27510.32421875,-8.348396682739258,-0.00041977595537900925,0.0,88.77917757786592,-1.1920928955078125e-07,-1153.7563743941269,6370,0.0003
,-993.4561733581319,,,,,,,,,,,,,,
-1025.0044094743103,,,,,,,,,,,,,,,
,-1029.7102269208203,,,,,,,,,,,,,,
-1194.8919927975899,,,,,,,,,,,,,,,
,-1012.4735042993976,,,,,,,,,,,,,,
-1176.430883066675,,,,,,,,,,,,,,,
,-1009.4158838350215,,,,,,,,,,,,,,
-1188.579303428163,,,,,,,,,,,,,,,
,,55253.5650390625,0.2,0.0020731827,0.000439453125,0.9736559391021729,27398.658203125,-8.344989681243897,-0.0014901374059263616,0.0,154.79692153837877,0.0,-1025.3480965126387,6380,0.0003
-944.187874124034,,,,,,,,,,,,,,,
,-1111.5218142264039,,,,,,,,,,,,,,
-1059.2284832680746,,,,,,,,,,,,,,,
,-1109.20868239285,,,,,,,,,,,,,,
-1167.2752930591512,,,,,,,,,,,,,,,
,-1059.478792354672,,,,,,,,,,,,,,
-1030.8260819142781,,,,,,,,,,,,,,,
,-1077.6858331589365,,,,,,,,,,,,,,
-978.0773726326463,,,,,,,,,,,,,,,
,,54602.2193359375,0.2,0.0004837601,0.0,0.9743989109992981,26687.30078125,-8.345369386672974,-9.96826565824449e-06,0.0,119.36827921748387,0.0,-989.2689830554406,6390,0.0003
,-1108.2627473036084,,,,,,,,,,,,,,
-1005.6265883855525,,,,,,,,,,,,,,,
,-1018.4107155289378,,,,,,,,,,,,,,
-1256.4414575989717,,,,,,,,,,,,,,,
,-1047.0271588359194,,,,,,,,,,,,,,
-1053.1759436331943,,,,,,,,,,,,,,,
,-1000.3901194765042,,,,,,,,,,,,,,
-1199.7154242020729,,,,,,,,,,,,,,,
,-1026.0597303790505,,,,,,,,,,,,,,
,,53573.82890625,0.2,0.0012913371,4.8828125e-05,0.9739608764648438,26248.27734375,-8.348551416397095,-0.0008103762636892497,0.0,114.92785543321608,0.0,-1123.781080985246,6400,0.0003
-938.5135526922888,,,,,,,,,,,,,,,
,-917.4085179297912,,,,,,,,,,,,,,
-1086.019545797008,,,,,,,,,,,,,,,
,-990.6929443214906,,,,,,,,,,,,,,
-987.7817870583551,,,,,,,,,,,,,,,
,-1071.945783741337,,,,,,,,,,,,,,
-929.2612629625024,,,,,,,,,,,,,,,
,-1174.3894878642939,,,,,,,,,,,,,,
,,52550.14609375,0.2,0.00270917,0.0008056640625,0.971886396408081,26690.470703125,-8.340601253509522,-0.0015366066712886096,0.0,99.07397204038556,0.0,-1050.5177128452913,6410,0.0003
-1054.1126148225414,,,,,,,,,,,,,,,
,-1083.0381804232384,,,,,,,,,,,,,,
-1047.3674679844441,,,,,,,,,,,,,,,
,-1182.357335089792,,,,,,,,,,,,,,
-1042.2116616648939,,,,,,,,,,,,,,,
,-1027.3438350925157,,,,,,,,,,,,,,
-1100.0008413023538,,,,,,,,,,,,,,,
,-1235.6473097582207,,,,,,,,,,,,,,
,,54929.1208984375,0.2,0.00068092975,0.0,0.971696674823761,27149.412109375,-8.331147766113281,-0.0001803890452720225,0.0,106.35759769898712,0.0,-1022.2324971000196,6420,0.0003
-1051.0087401296,,,,,,,,,,,,,,,
,-964.9746894624408,,,,,,,,,,,,,,
-1050.4090843961874,,,,,,,,,,,,,,,
,-1184.1750536365012,,,,,,,,,,,,,,
-1121.7707243633918,,,,,,,,,,,,,,,
,-1126.2504089420158,,,,,,,,,,,,,,
-1041.4491845761527,,,,,,,,,,,,,,,
,-1246.3032295845692,,,,,,,,,,,,,,
,,54399.602734375,0.2,0.0007627878,2.44140625e-05,0.9721161723136902,27077.013671875,-8.333407974243164,-0.00038779213209636507,0.0,170.39334022602728,-2.384185791015625e-07,-1142.708538829166,6430,0.0003
-1048.6860782286008,,,,,,,,,,,,,,,
,-1132.9308602253366,,,,,,,,,,,,,,
-1112.6118408809045,,,,,,,,,,,,,,,
,-1015.2953014781455,,,,,,,,,,,,,,
-1042.2884743370114,,,,,,,,,,,,,,,
,-1206.3700102177852,,,,,,,,,,,,,,
-1114.7198067830705,,,,,,,,,,,,,,,
,-1162.9222084336493,,,,,,,,,,,,,,
,,56048.7984375,0.2,0.00027403128,0.0,0.9721662402153015,27437.390625,-8.33452615737915,-0.0001414042024407536,0.0,101.45206913135871,-1.1920928955078125e-07,-1052.8464543387652,6440,0.0003
-1053.2363397356787,,,,,,,,,,,,,,,
,-1121.7482711542514,,,,,,,,,,,,,,
-1219.541759223822,,,,,,,,,,,,,,,
,-1050.1394292273299,,,,,,,,,,,,,,
-1238.0920242157795,,,,,,,,,,,,,,,
,-945.8694317788173,,,,,,,,,,,,,,
-1269.0959486386735,,,,,,,,,,,,,,,
,-1295.9119045729237,,,,,,,,,,,,,,
-1024.6675658032818,,,,,,,,,,,,,,,
,,57710.5138671875,0.2,0.0014280148,2.44140625e-05,0.97206050157547,30248.263671875,-8.334276676177979,-0.00125578559236601,0.0,124.91394055922422,0.0,-1058.5473990168007,6450,0.0003
,-1166.7567157258663,,,,,,,,,,,,,,
-1107.1873633619132,,,,,,,,,,,,,,,
,-1009.4103259231688,,,,,,,,,,,,,,
-1051.8493535755838,,,,,,,,,,,,,,,
,-1106.972096595421,,,,,,,,,,,,,,
-1186.1809434437323,,,,,,,,,,,,,,,
,-1057.8812785440525,,,,,,,,,,,,,,
-1122.9780726285946,,,,,,,,,,,,,,,
,,51932.263671875,0.2,0.0007089666,0.0,0.9720297455787659,26287.150390625,-8.3339204788208,-0.00014774476876482366,0.0,96.1822599131402,-2.384185791015625e-07,-1087.7033255673648,6460,0.0003
,-1158.8797206476922,,,,,,,,,,,,,,
-1126.0543280583274,,,,,,,,,,,,,,,
,-1124.9749702354425,,,,,,,,,,,,,,
-1022.9542793790972,,,,,,,,,,,,,,,
,-1022.5529932089079,,,,,,,,,,,,,,
-1112.5028671056866,,,,,,,,,,,,,,,
,-1232.8480136428202,,,,,,,,,,,,,,
-1012.5945301981106,,,,,,,,,,,,,,,
,,52418.9900390625,0.2,0.0018971043,0.0003173828125,0.972811758518219,27686.3046875,-8.33555989265442,-0.0013449237449094653,0.0,131.07807329122707,-1.1920928955078125e-07,-1175.2820184837358,6470,0.0003
,-1128.303772793738,,,,,,,,,,,,,,
-1089.3014711556043,,,,,,,,,,,,,,,
,-959.5177386403659,,,,,,,,,,,,,,
-1164.1759379862406,,,,,,,,,,,,,,,
,-1043.6205249800128,,,,,,,,,,,,,,
-1108.4259561484089,,,,,,,,,,,,,,,
,-998.3056893978941,,,,,,,,,,,,,,
-1089.7108200162731,,,,,,,,,,,,,,,
,,53178.192578125,0.2,0.0011488841,2.44140625e-05,0.9738375544548035,28572.6875,-8.34148645401001,-0.0004462501441594213,0.0,150.15913268056798,0.0,-1106.3182355430986,6480,0.0003
,-1033.0352216080446,,,,,,,,,,,,,,
-1081.2008164757135,,,,,,,,,,,,,,,
,-1023.3284412039671,,,,,,,,,,,,,,
-993.3060319736663,,,,,,,,,,,,,,,
,-1024.510715085176,,,,,,,,,,,,,,
-1048.369795464349,,,,,,,,,,,,,,,
,-1036.9212298352745,,,,,,,,,,,,,,
-1137.0987955326977,,,,,,,,,,,,,,,
,,53010.5966796875,0.2,0.003691867,0.0034423828125,0.9740470051765442,27079.392578125,-8.346232223510743,-0.0023238638415932654,0.0,197.85065358599098,-1.1920928955078125e-07,-1154.600068105006,6490,0.0003
,-1300.419750337766,,,,,,,,,,,,,,
-1075.1861957282376,,,,,,,,,,,,,,,
,-1119.945173233682,,,,,,,,,,,,,,
-1008.6772242515653,,,,,,,,,,,,,,,
,-1260.7693163599147,,,,,,,,,,,,,,
-1088.3249775190222,,,,,,,,,,,,,,,
,-1151.0614782602206,,,,,,,,,,,,,,
-1122.5303127538953,,,,,,,,,,,,,,,
,-1087.2747443478509,,,,,,,,,,,,,,
,,54998.73984375,0.2,0.0032487295,0.0024169921875,0.9727628827095032,28847.29296875,-8.343536520004273,-0.0017348366149235518,0.0,144.51648964170593,0.0,-1059.289268599109,6500,0.0003
-1234.1596069961283,,,,,,,,,,,,,,,
,-1139.3897045736198,,,,,,,,,,,,,,
-1090.573259396444,,,,,,,,,,,,,,,
,-1402.0863567002957,,,,,,,,,,,,,,
-1165.5727908617212,,,,,,,,,,,,,,,
,-1075.1494863628434,,,,,,,,,,,,,,
-1090.7008137598893,,,,,,,,,,,,,,,
,-1111.7298237356604,,,,,,,,,,,,,,
,,55603.5759765625,0.2,0.0023258305,0.000732421875,0.9729733467102051,26972.640625,-8.338299894332886,-0.0010479433520231396,0.0,133.513501447707,0.0,-1173.3732564166614,6510,0.0003
-1333.994252040077,,,,,,,,,,,,,,,
,-1093.086106989627,,,,,,,,,,,,,,
-961.1485065756902,,,,,,,,,,,,,,,
,-1106.065339543246,,,,,,,,,,,,,,
-1112.301823381598,,,,,,,,,,,,,,,
,-1065.4538082530376,,,,,,,,,,,,,,
-960.129485696067,,,,,,,,,,,,,,,
,-1227.163091151592,,,,,,,,,,,,,,
,,52676.801171875,0.2,0.0017510315,0.0002685546875,0.9743709564208984,27112.26171875,-8.344199895858765,-0.0011605453386437149,0.0,152.10406697571975,0.0,-1193.0840691273515,6520,0.0003
-1238.0443921177969,,,,,,,,,,,,,,,
,-1358.6047502015997,,,,,,,,,,,,,,
-922.2031898514612,,,,,,,,,,,,,,,
,-1074.3241319488964,,,,,,,,,,,,,,
-1286.138176853715,,,,,,,,,,,,,,,
,-1062.696455124297,,,,,,,,,,,,,,
-1042.1255422212314,,,,,,,,,,,,,,,
,-1276.539132681528,,,,,,,,,,,,,,
,,52624.1794921875,0.2,0.0018222706,0.0001953125,0.9752295017242432,25398.951171875,-8.351808977127074,-0.0009690747770946473,0.0,161.92296724818598,0.0,-1044.9714519878578,6530,0.0003
-1026.9097841112648,,,,,,,,,,,,,,,
,-1066.18513059455,,,,,,,,,,,,,,
-1074.2836821219166,,,,,,,,,,,,,,,
,-1106.9580161764402,,,,,,,,,,,,,,
-1186.5131320339538,,,,,,,,,,,,,,,
,-1040.1675892189278,,,,,,,,,,,,,,
-987.3427408735852,,,,,,,,,,,,,,,
,-1026.662332835739,,,,,,,,,,,,,,
,,51048.0732421875,0.2,0.0012395293,0.0,0.9759411811828613,26700.6015625,-8.356027841567993,-0.000685809354763478,0.0,145.16621961618898,0.0,-1070.6610550724286,6540,0.0003
-1224.339683692017,,,,,,,,,,,,,,,
,-1043.665531075432,,,,,,,,,,,,,,
-1037.285831940661,,,,,,,,,,,,,,,
,-1020.7080688502077,,,,,,,,,,,,,,
-1245.9590397185948,,,,,,,,,,,,,,,
,-1155.1174566539273,,,,,,,,,,,,,,
-1290.9413962565936,,,,,,,,,,,,,,,
,-1129.4712592667565,,,,,,,,,,,,,,
,,51373.4798828125,0.2,0.0008098907,0.0,0.9757177233695984,25652.28125,-8.358495903015136,-0.0006075543409679085,0.0,113.78380202123965,-1.1920928955078125e-07,-1106.7057716658082,6550,0.0003
-1310.4396280096528,,,,,,,,,,,,,,,
,-1213.052663233036,,,,,,,,,,,,,,
-1185.648079067975,,,,,,,,,,,,,,,
,-929.0785561400011,,,,,,,,,,,,,,
-1155.4411589854462,,,,,,,,,,,,,,,
,-1207.3235383221527,,,,,,,,,,,,,,
-1146.6232642683815,,,,,,,,,,,,,,,
,-1012.635604211712,,,,,,,,,,,,,,
,,53815.34453125,0.2,0.0014222444,7.32421875e-05,0.9749336242675781,27557.822265625,-8.355135917663574,-0.0009110795333981514,0.0,197.0539856620452,0.0,-1083.373964552782,6560,0.0003
-1110.2892673097244,,,,,,,,,,,,,,,
,-1050.5306290864087,,,,,,,,,,,,,,
-1267.9745334223976,,,,,,,,,,,,,,,
,-1175.8073231371775,,,,,,,,,,,,,,
-1244.5520629496511,,,,,,,,,,,,,,,
,-1115.0252988992247,,,,,,,,,,,,,,
-1183.7432222027237,,,,,,,,,,,,,,,
,-1040.6786787811616,,,,,,,,,,,,,,
,,53678.1306640625,0.2,0.0018858368,0.0001708984375,0.9760167002677917,26193.310546875,-8.354166269302368,-0.0010668600327335298,0.0,164.52473955463165,0.0,-990.3831424900503,6570,0.0003
-1239.70922882224,,,,,,,,,,,,,,,
,-1044.4845828774573,,,,,,,,,,,,,,
-1082.9903888573067,,,,,,,,,,,,,,,
,-976.6424051870493,,,,,,,,,,,,,,
-1035.2003392168801,,,,,,,,,,,,,,,
,-1072.6477816262827,,,,,,,,,,,,,,
-1066.0505177724215,,,,,,,,,,,,,,,
,-1004.7789036447521,,,,,,,,,,,,,,
,,48997.78515625,0.2,0.0009354805,0.0,0.9770068526268005,23998.228515625,-8.361916732788085,-0.0006277324806433171,0.0,87.12035841895266,-1.1920928955078125e-07,-1074.981922894235,6580,0.0003
-1124.5635788083373,,,,,,,,,,,,,,,
,-937.1610026244322,,,,,,,,,,,,,,
-1082.4614882001392,,,,,,,,,,,,,,,
,-1168.4399404489532,,,,,,,,,,,,,,
-1008.8874221620569,,,,,,,,,,,,,,,
,-1082.9171949578142,,,,,,,,,,,,,,
-1023.4137726428695,,,,,,,,,,,,,,,
,-1249.1772152360877,,,,,,,,,,,,,,
,,51150.151953125,0.2,0.0011799755,0.0,0.9761521816253662,26124.119140625,-8.362331581115722,-0.0006619893480092287,0.0,177.4238192093307,0.0,-1026.3469481730485,6590,0.0003
-1105.3166281160456,,,,,,,,,,,,,,,
,-1117.729925708823,,,,,,,,,,,,,,
-1186.5789588444898,,,,,,,,,,,,,,,
,-1082.6487138052305,,,,,,,,,,,,,,
-1153.0249949909228,,,,,,,,,,,,,,,
,-1038.2136518973518,,,,,,,,,,,,,,
-1106.2646671756752,,,,,,,,,,,,,,,
,-1041.99752614389,,,,,,,,,,,,,,
-1024.0937297519838,,,,,,,,,,,,,,,
,,50871.374609375,0.2,0.0006684609,0.0,0.9759543538093567,27047.7734375,-8.357069492340088,-0.00045542940497398374,0.0,82.84421051137738,0.0,-1110.8250452554926,6600,0.0003
,-1038.7340664551043,,,,,,,,,,,,,,
-1111.9174624164175,,,,,,,,,,,,,,,
,-1025.8127109997893,,,,,,,,,,,,,,
-1197.8260410952555,,,,,,,,,,,,,,,
,-1031.8222613363403,,,,,,,,,,,,,,
-1316.7540360973223,,,,,,,,,,,,,,,
,-1091.3607826218772,,,,,,,,,,,,,,
-1227.3428967101095,,,,,,,,,,,,,,,
,,54461.2140625,0.2,0.0006563977,0.0,0.9754722714424133,26186.73046875,-8.356685638427734,-0.00046851764782331886,0.0,172.94678167747912,-1.1920928955078125e-07,-1046.8483168092798,6610,0.0003
,-1104.6937990834153,,,,,,,,,,,,,,
-1108.2014413859806,,,,,,,,,,,,,,,
,-1150.8859641990307,,,,,,,,,,,,,,
-953.5993752635516,,,,,,,,,,,,,,,
,-1048.3156676662763,,,,,,,,,,,,,,
-971.8533353977248,,,,,,,,,,,,,,,
,-1110.4992560297364,,,,,,,,,,,,,,
-1217.3244292901682,,,,,,,,,,,,,,,
,,51296.8900390625,0.2,0.0029414599,0.0017578125,0.975336492061615,22371.20703125,-8.35354585647583,-0.0016740596620365977,0.0,158.7503842968054,0.0,-1125.1973856225595,6620,0.0003
,-1356.0149357440628,,,,,,,,,,,,,,
-1124.299237754372,,,,,,,,,,,,,,,
,-1117.6160431251494,,,,,,,,,,,,,,
-1078.6927083453907,,,,,,,,,,,,,,,
,-1144.6210314060413,,,,,,,,,,,,,,
-1084.585541863006,,,,,,,,,,,,,,,
,-1101.0755235268302,,,,,,,,,,,,,,
-1217.4589640687068,,,,,,,,,,,,,,,
,,53693.0779296875,0.2,0.0005844369,0.0,0.9754776954650879,27108.84375,-8.353640127182008,-0.00024955972912721336,0.0,185.6170088475618,0.0,-1111.9847824871122,6630,0.0003
,-1192.1883844516776,,,,,,,,,,,,,,
-1038.5506138047106,,,,,,,,,,,,,,,
,-1072.2865242325493,,,,,,,,,,,,,,
-1210.900248186262,,,,,,,,,,,,,,,
,-1110.3399443472317,,,,,,,,,,,,,,
-1048.9347787753481,,,,,,,,,,,,,,,
,-1054.6293695714792,,,,,,,,,,,,,,
-1076.5197868016708,,,,,,,,,,,,,,,
,,50611.23125,0.2,0.0015227869,2.44140625e-05,0.9751580357551575,25628.53125,-8.353281927108764,-0.0007158052874729037,0.0,191.27456542832238,0.0,-1026.446806275772,6640,0.0003
,-1041.486348452193,,,,,,,,,,,,,,
-1168.313101673431,,,,,,,,,,,,,,,
,-1145.3253330496748,,,,,,,,,,,,,,
-1270.1282502920014,,,,,,,,,,,,,,,
,-989.0563135626774,,,,,,,,,,,,,,
-1160.6566926485498,,,,,,,,,,,,,,,
,-1024.5250725050582,,,,,,,,,,,,,,
-1052.9589150585548,,,,,,,,,,,,,,,
